KEGG ID	UniProt ID	Gene	Protein	# SR in AS	Mean SR - AS minimum distance	cys in AS	# SR in BS	Mean SR - BS minimum distance	cys in BS	# Disulfide bonds	Mean S-S - AS/BS minimum distance	Cofactor	Subsystem	Evidence	Study organism	ecNumber	EC class	BRENDA evidence	BRENDA organism
PP_0520	Q88QH3	pgpA	Phosphatidylglycerophosphatase A	0	0.0	0	0	0.0	0	0	0.0		S_Glycerophospholipid_Metabolism			3.1.3.27	Hydrolases		
PP_0522	Q88QH1	ribA	GTP cyclohydrolase-2	1	5.28	0	9	4.73	3	0	0.0	Zn(2+) (Zn)	S_Cofactor_and_Prosthetic_Group_Biosynthesis__Riboflavin_Metabolism			3.5.4.25	Hydrolases		
PP_0527	Q88QG7	dxs	1-deoxy-D-xylulose-5-phosphate synthase	0	0.0	0	2	5.32	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Terpenoid_backbone_biosynthesis			2.2.1.7	Transferases		
PP_0528	Q88QG6	ispA	Farnesyl diphosphate synthase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Terpenoid_backbone_biosynthesis			2.5.1.1	Transferases		
PP_0530	Q88QG4	ribB	3,4-dihydroxy-2-butanone 4-phosphate synthase	0	0.0	0	7	5.23	0	0	0.0	Mn(2+) (Mn)	S_Cofactor_and_Prosthetic_Group_Biosynthesis__Riboflavin_Metabolism			4.1.99.12	Lyases		
PP_0538	Q88QF6	ppa	Inorganic pyrophosphatase	0	0.0	0	3	5.35	0	0	0.0		S_Inorganic_polyphosphates_metabolism			3.6.1.1	Hydrolases		
PP_0544	Q88QF0		Ethanolamine transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_0545	Q88QE9	aldB-I	Aldehyde dehydrogenase	0	3.81	0	0	0.0	0	0	0.0		S_Plant_growth_promoting AND S_Cofactor_and_Prosthetic_Group_Biosynthesis__Folate_Biosynthesis AND S_Glycerophospholipid_Metabolism AND S_Alternate_Carbon AND S_Pyruvate_Metabolism				Unk		
PP_0547	Q88QE7	mpl	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase	0	0.0	0	4	5.65	0	0	0.0		S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis AND S_Cell_Envelope_Biosynthesis			6.3.2.45	Ligases		
PP_0548	Q88QE6	ubiX	Flavin prenyltransferase UbiX	0	0.0	0	6	4.67	1	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Ubiquinone_biosynthesis			2.5.1.129	Transferases		
PP_0551	Q88QE3		MORN domain protein	0	0.0	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis				Unk		
PP_0552	Q88QE2	bdhA	2,3-butanediol dehydrogenase	0	0.0	0	0	0.0	0	0	0.0	Zn(2+) (Zn)	S_Alternate_Carbon__Butanediol_Metabolism			1.1.1.4	Oxidoreductases		
PP_0560	Q88QD4	aroQ1	3-dehydroquinate dehydratase 1	2	3.85	0	4	3.96	0	0	0.0		S_Phenylalanine_Tyrosine_Tryptophan_Biosynthesis			4.2.1.10	Lyases		
PP_0565	Q88QC9		Enzyme	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Terpenoid_backbone_biosynthesis				Unk		
PP_0567	Q88QC7	speA	Biosynthetic arginine decarboxylase	0	0.0	0	2	5.9	0	0	0.0		S_Arginine_and_Proline_Metabolism			4.1.1.19	Lyases		
PP_0586	Q88QA8	cadA-II	P-type Cu(+) transporter	0	0.0	0	0	0.0	0	1	0.0		S_Heavy_Metal_Tolerance			7.2.2.8	Translocases		
PP_0591	Q88QA3		Adenine deaminase	0	5.48	0	4	4.46	0	0	0.0	Zn(2+) (Zn)	S_Purine_Metabolism			3.5.4.2	Hydrolases		
PP_0596	Q88Q98		Omega-amino acid--pyruvate aminotransferase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Dipeptide_Metabolism AND S_Valine__Leucine__and_Isoleucine_Metabolism			2.6.1.18	Transferases		
PP_0602	Q88Q93	ribF	Riboflavin biosynthesis protein	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Riboflavin_Metabolism			2.7.7.2	Transferases		
PP_0603	Q88Q92	ileS	Isoleucine--tRNA ligase	0	0.0	0	4	4.56	4	0	0.0	Zn(2+) (Zn)	S_tRNA_Charging			6.1.1.5	Ligases		
PP_0606	Q88Q89	ispH	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	0	3.86	0	7	5.49	3	0	0.0	[4Fe-4S] cluster (Fe4S4)	S_Cofactor_and_Prosthetic_Group_Biosynthesis__Terpenoid_backbone_biosynthesis			1.17.7.4	Oxidoreductases		
PP_0612	Q88Q83	thiO	Glycine oxidase	0	0.0	0	5	4.84	0	0	0.0		S_Glyoxylate_and_dicarboxylate_metabolism			1.4.3.19	Oxidoreductases		
PP_0614	Q88Q81		N-carbamoyl-beta-alanine amidohydrolase/allantoine amidohydrolase 1	0	0.0	0	3	5.52	0	0	0.0	Zn(2+) (Zn)	S_Alternate_Carbon_and_Nitrogen_source__Nucleotide_Metabolism			3.5.1.6	Hydrolases		
PP_0626	Q88Q70	ndh	NADH dehydrogenase	0	0.0	0	0	0.0	0	0	0.0		S_Oxidative_Phosphorylation			1.6.5.9	Oxidoreductases		
PP_0631	Q88Q65	coaE	Dephospho-CoA kinase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Pantothenate_and_CoA_Biosynthesis			2.7.1.24	Transferases		
PP_0652	Q88Q46		Gluconate transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_0654	Q88Q44	mdh	Probable malate dehydrogenase	1	5.41	0	3	4.18	0	0	0.0		S_TCA_Cycle			1.1.1.37	Oxidoreductases		
PP_0658	Q88Q40		Homocysteine S-methyltransferase family protein	0	0.0	0	3	4.42	3	1	3.24	Zn(2+) (Zn)	S_Cysteine_Metabolism AND S_Methionine_Metabolism				Unk		
PP_0659	Q88Q39	metB	Cystathionine gamma-synthase	0	0.0	0	0	0.0	0	0	0.0		S_Cysteine_Metabolism AND S_Methionine_Metabolism			2.5.1.48	Transferases		
PP_0660	Q88Q38	mmuP	S-methyl-L-methionine transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_0662	Q88Q36		Threonine synthase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Vitamin_B6_Metabolism AND S_Glycine__Serine_and_threonine_metabolism			4.2.3.1	Lyases		
PP_0664	Q88Q34		homoserine dehydrogenase	0	3.85	0	0	0.0	0	0	0.0		S_Lysine_Metabolism			1.1.1.3	Oxidoreductases		
PP_0671	Q88Q27	glyA2	Serine hydroxymethyltransferase 2	0	0.0	0	5	4.75	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__One_Carbon_pool_by_folate AND S_Glycine__Serine_and_threonine_metabolism			2.1.2.1	Transferases		
PP_0675	Q88Q23	gdhA	Glutamate dehydrogenase	0	5.92	0	1	5.38	0	0	0.0		S_Glutamate_Metabolism			1.4.1.4	Oxidoreductases		
PP_0686	Q88Q12	yjdM	Protein YjdM	0	0.0	0	0	0.0	0	0	0.0		S_Phosphonate_and_phosphinate_metabolism				Unk		
PP_0687	Q88Q11	ispB	Octaprenyl diphosphate synthase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Ubiquinone_biosynthesis			2.5.1.90	Transferases		
PP_0691	Q88Q07	proB	Glutamate 5-kinase	0	0.0	0	1	5.14	0	0	0.0		S_Glutamate_Metabolism			2.7.2.11	Transferases		
PP_0713	Q88PY5	kefB-I	Kef-type potassium/proton antiporter, CPA2 family	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_0718	Q88PY0		Sulfate transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_0722	Q88PX6	prs	Ribose-phosphate pyrophosphokinase	0	3.83	0	5	5.47	0	0	0.0		S_Alternate_Carbon__Ribose_Metabolism			2.7.6.1	Transferases		
PP_0723	Q88PX5	ispE	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	0	4.74	0	2	6.26	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Terpenoid_backbone_biosynthesis			2.7.1.148	Transferases		
PP_0735	Q88PW3	moeB	Molybdopterin-synthase adenylyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Molybdopterin_Biosynthesis			2.7.7.80	Transferases		
PP_0736	Q88PW2	murI	Glutamate racemase	2	4.73	2	4	4.39	0	0	0.0		S_Glutamate_Metabolism			5.1.1.3	Isomerases		
PP_0744	Q88PV4	hemH	Ferrochelatase	0	0.0	0	1	5.3	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism			4.98.1.1	Lyases		
PP_0745	Q88PV3	uraA	Uracil permease	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_0746	Q88PV2	upp	Uracil phosphoribosyltransferase	0	0.0	0	6	5.11	0	0	0.0		S_Pyrimidine_Metabolism			2.4.2.9	Transferases		
PP_0747	Q88PV1		Hypoxanthine-guanine phosphoribosyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Purine_Metabolism			2.4.2.8	Transferases		
PP_0751	Q88PU7	mqo1	Probable malate:quinone oxidoreductase 1	0	0.0	0	0	0.0	0	0	0.0		S_TCA_Cycle			1.1.5.4	Oxidoreductases		
PP_0762	Q88PT6	hprA	Glycerate dehydrogenase	0	0.0	0	0	0.0	0	0	0.0		S_Glyoxylate_and_dicarboxylate_metabolism			1.1.1.29	Oxidoreductases		
PP_0763	Q88PT5		Medium-chain-fatty-acid CoA ligase	0	0.0	0	0	0.0	0	0	0.0		S_PHAs_Metabolism AND S_Fatty_Acid__Biosynthesis				Unk		
PP_0774	Q88PS4	pta	Phosphate acetyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_TCA_Cycle AND S_Alternate_Carbon__Propanoate_Metabolism			2.3.1.8	Transferases		
PP_0777	Q88PS1		Glutathione peroxidase	1	5.09	1	0	0.0	0	0	0.0		Unassigned	Glutathione peroxidase is susceptible to oxidative/nitrosative inactivation (e.g. J Biol Chem 1997 doi:10.1074/jbc.272.31.19152) (Miyamoto 2003).		1.11.1.9	Oxidoreductases		
PP_0787	Q88PR1	nadC	Probable nicotinate-nucleotide pyrophosphorylase [carboxylating]	0	0.0	0	4	5.01	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Nicotinamide_Biosynthesis			2.4.2.19	Transferases		
PP_0789	Q88PQ9	ampD	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	0	0.0	0	0	0.0	0	0	0.0	Zn(2+) (Zn)	S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis			3.5.1.28	Hydrolases		
PP_0794	Q88PQ4	fruK	Phosphofructokinase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon__Fructose_Metabolism			2.7.1.56	Transferases		
PP_0799	Q88PP9	opdC	Histidine-specific outer membrane porin D	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Outer_Membrane				Unk		
PP_0816	Q88PN3	cyoE2	Protoheme IX farnesyltransferase 2	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Porphyrin_and_Chlorophyll_Metabolism			2.5.1.141	Transferases		
PP_0817	Q88PN2	alaC	Aminotransferase	0	0.0	0	0	0.0	0	0	0.0		S_Alanine_and_Aspartate_Metabolism				Unk		
PP_0832	Q88PL8	queA	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Queuosine_biosynthesis			2.4.99.17	Transferases		
PP_0833	Q88PL7	tgt	Queuine tRNA-ribosyltransferase	0	3.79	0	4	4.71	3	0	0.0	Zn(2+) (Zn)	S_Cofactor_and_Prosthetic_Group_Biosynthesis__Queuosine_biosynthesis			2.4.2.29	Transferases		
PP_0838	Q88PL2	suhB	Inositol-1-monophosphatase	0	0.0	0	1	4.28	0	0	0.0		S_Alternate_Carbon AND S_Cell_Envelope_Biosynthesis			3.1.3.25	Hydrolases		
PP_0840	Q88PL0	cysE	serine O-acetyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Cysteine_Metabolism			2.3.1.30	Transferases		
PP_0842	Q88PK8	iscS	Cysteine desulfurase IscS	1	3.86	1	4	6.14	1	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Thiamine_Metabolism AND S_Cofactor_and_Prosthetic_Group_Biosynthesis__Molybdopterin_Biosynthesis AND S_Cofactor_and_Prosthetic_Group_Biosynthesis__FeS_clusters_metabolism			2.8.1.7	Transferases		
PP_0849	Q88PK1	ndk	Nucleoside diphosphate kinase	1	7.96	0	3	5.23	0	0	0.0		S_Purine_Metabolism AND S_Pyrimidine_Metabolism			2.7.4.6	Transferases		
PP_0854	Q88PJ6	hisS	Histidine--tRNA ligase	0	0.0	0	0	0.0	0	0	0.0		S_tRNA_Charging			6.1.1.21	Ligases		
PP_0864	Q88PI6	speC	ornithine decarboxylase	1	3.83	1	0	0.0	0	0	0.0		S_Arginine_and_Proline_Metabolism			4.1.1.17	Lyases		
PP_0883	Q88PG7	opdP	Glycine-glutamate dipeptide porin	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Outer_Membrane				Unk		
PP_0914	Q88PD6		cyclic-guanylate-specific phosphodiesterase	0	0.0	0	0	0.0	0	0	0.0		S_Purine_Metabolism			3.1.4.52	Hydrolases		
PP_0920	Q88PD0	xenB	Xenobiotic reductase B	0	0.0	0	3	4.46	0	0	0.0		S_Xenobiotic_tolerance				Unk		
PP_0922	Q88PC8		ACP phosphodiesterase	0	0.0	0	0	0.0	0	0	0.0		S_Fatty_Acid__Biosynthesis			3.1.4.14	Hydrolases		
PP_0926	Q88PC4		Membrane protein	0	0.0	0	0	0.0	0	0	0.0		S_Transport__solvent_extrusion				Unk		
PP_0927	Q88PC3	aroP-I	Aromatic amino acid transport protein	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_0928	Q88PC2		K+-dependent Na+/Ca+ exchanger related-protein	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_0936	Q88PB4	maf-1	dTTP/UTP pyrophosphatase	0	3.84	0	2	5.13	0	0	0.0	a divalent metal cation (Fe_Generic_Divalent_Cation)	S_Pyrimidine_Metabolism			3.6.1.9	Hydrolases		
PP_0956	Q88P96	kdsC	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC	0	0.0	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis			3.1.3.45	Hydrolases		
PP_0957	Q88P95	kdsD	Arabinose 5-phosphate isomerase	0	0.0	0	2	4.71	0	0	0.0		S_Cell_Envelope_Biosynthesis			5.3.1.13	Isomerases		
PP_0964	Q88P88	murA	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	1	7.12	1	4	4.71	0	0	0.0		S_Cell_Envelope_Biosynthesis			2.5.1.7	Transferases		
PP_0966	P59400	hisD	Histidinol dehydrogenase	1	3.83	0	4	5.23	0	0	0.0	Zn(2+) (Zn)	S_Histidine_Metabolism			1.1.1.23	Oxidoreductases		
PP_0967	Q88P86	hisC	Histidinol-phosphate aminotransferase	0	0.0	0	0	0.0	0	0	0.0		S_Histidine_Metabolism			2.6.1.9	Transferases		
PP_0970	Q88P83		Cyanate MFS transporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_0977	Q88P76	valS	Valine--tRNA ligase	0	0.0	0	0	0.0	0	0	0.0		S_tRNA_Charging			6.1.1.9	Ligases		
PP_0980	Q88P73	pepA	Probable cytosol aminopeptidase	1	3.86	0	0	0.0	0	0	0.0	Mn(2+) (Mn)	S_Alternate_Carbon_and_Nitrogen_source__Dipeptide_Metabolism			3.4.11.1	Hydrolases		
PP_0986	Q88P67	gcvT-I	aminomethyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__One_Carbon_pool_by_folate AND S_Glycine__Serine_and_threonine_metabolism			2.1.2.10	Transferases		
PP_0987	Q88P66	tdcG-II	L-serine dehydratase	0	0.0	0	0	0.0	0	0	0.0	[4Fe-4S] cluster (Fe4S4)	S_Glycine__Serine_and_threonine_metabolism			4.3.1.17	Lyases		
PP_0996	Q88P57	gltS	Sodium/glutamate symporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_0999	Q88P54	arcC	Carbamate kinase	0	0.0	0	0	0.0	0	0	0.0		S_Glutamate_Metabolism			2.7.2.2	Transferases		
PP_1000	Q88P53	arcB	Ornithine carbamoyltransferase, catabolic	0	0.0	0	11	4.51	1	0	0.0		S_Arginine_and_Proline_Metabolism			2.1.3.3	Transferases		
PP_1002	Q88P51	arcD-I	Arginine-ornithine antiporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_1003	Q88P50	arcD-II	Arginine-ornithine antiporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_1005	Q88P48	hemO	Heme oxygenase	0	0.0	0	0	0.0	0	0	0.0		S_Iron_uptake_and_metabolism			1.14.99.58	Oxidoreductases		
PP_1009	Q88P44	gapA	Glyceraldehyde-3-phosphate dehydrogenase	1	3.86	1	8	5.09	1	0	0.0		S_Gluconeogenesis	GAPDH is a known target of ROS, and oxidation of the active-site cysteine, C152, leads to enzyme inactivation, and formation of GAPDH aggregates, which are associated with cell death  (doi: 10.1039/d2cb00091a)		1.2.1.-	Oxidoreductases		
PP_1011	Q88P42	glk	Glucokinase	0	0.0	0	1	6.07	0	0	0.0		S_Glycolysis			2.7.1.2	Transferases		
PP_1014	Q88P39	yihS	Aldose-ketose isomerase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon			5.3.1.31	Isomerases		
PP_1019	Q88P34	oprB-I	Carbohydrate-selective porin	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Outer_Membrane				Unk		
PP_1022	Q88P31	zwfA	Glucose-6-phosphate 1-dehydrogenase	1	3.84	0	2	4.29	0	0	0.0		S_Glycolysis			1.1.1.49	Oxidoreductases		
PP_1023	Q88P30	pgl	6-phosphogluconolactonase	0	0.0	0	0	0.0	0	0	0.0		S_Glycolysis			3.1.1.31	Hydrolases		
PP_1024	Q88P29	eda	2-dehydro-3-deoxy-phosphogluconate aldolase	0	0.0	0	0	0.0	0	0	0.0		S_Glycolysis			4.1.2.14	Lyases		
PP_1025	Q88P28	leuA	2-isopropylmalate synthase	0	0.0	0	2	3.95	0	0	0.0		S_Valine__Leucine__and_Isoleucine_Metabolism			2.3.3.13	Transferases		
PP_1031	Q88P22	guaB	Inosine-5'-monophosphate dehydrogenase	2	3.85	1	6	4.68	1	0	0.0		S_Purine_Metabolism			1.1.1.205	Oxidoreductases		
PP_1032	Q88P21	guaA	GMP synthase [glutamine-hydrolyzing]	2	3.88	1	0	0.0	0	0	0.0		S_Purine_Metabolism			6.3.5.2	Ligases		
PP_1037	Q88P16	purL	Phosphoribosylformylglycinamidine synthase	2	3.93	1	4	4.6	0	0	0.0		S_Purine_Metabolism			6.3.5.3	Ligases		
PP_1059	Q88NZ4	ytnA	Uncharacterized amino acid permease YtnA	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_1073	Q88NY0	glpD	Glycerol-3-phosphate dehydrogenase	0	0.0	0	0	0.0	0	0	0.0		S_Glycerophospholipid_Metabolism			1.1.5.3	Oxidoreductases		
PP_1075	Q88NX8	glpK	Glycerol kinase	0	0.0	0	6	4.94	0	0	0.0		S_Glycerophospholipid_Metabolism			2.7.1.30	Transferases		
PP_1076	Q88NX7	glpF	Aquaglyceroporin	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_1082	Q88NX1	bfr-II	Bacterioferritin	0	0.0	0	3	4.9	0	0	0.0	heme b (C34H30FeN4O4)	S_Iron_uptake_and_metabolism	BRENDA		1.16.3.1	Oxidoreductases		
PP_1086	Q88NW7	pyrC	Dihydroorotase	0	3.8	0	9	4.15	0	0	0.0	Zn(2+) (Zn)	S_Pyrimidine_Metabolism			3.5.2.3	Hydrolases		
PP_1088	P59604	argG	Argininosuccinate synthase	0	0.0	0	7	4.73	0	0	0.0		S_Arginine_and_Proline_Metabolism			6.3.4.5	Ligases		
PP_1097	Q88NV7	metG	Methionine--tRNA ligase	0	0.0	0	4	5.33	4	0	0.0	Zn(2+) (Zn)	S_tRNA_Charging			6.1.1.10	Ligases		
PP_1100	Q88NV4	dcd	dCTP deaminase	0	3.83	0	6	4.83	0	0	0.0		S_Pyrimidine_Metabolism			3.5.4.13	Hydrolases		
PP_1110	Q88NU4		serine O-acetyltransferase	0	0.0	0	0	0.0	0	0	0.0		S_Cysteine_Metabolism			2.3.1.30	Transferases		
PP_1129	Q88NS5	pdxH	Pyridoxine/pyridoxamine 5'-phosphate oxidase	0	0.0	0	15	4.6	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Vitamin_B6_Metabolism			1.4.3.5	Oxidoreductases		
PP_1132	Q88NS2	nhaA1	Na(+)/H(+) antiporter NhaA 1	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_1144	Q88NR1		Diguanylate phosphodiesterase	0	0.0	0	0	0.0	0	0	0.0		S_Purine_Metabolism				Unk		
PP_1156	Q88NP9	yfdC	Inner membrane protein	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_1157	Q877U6		Acetolactate synthase	0	0.0	0	0	0.0	0	0	0.0		S_Cofactor_and_Prosthetic_Group_Biosynthesis__Pantothenate_and_CoA_Biosynthesis			2.2.1.6	Transferases		
PP_1171	Q88NN6	udh	Uronate dehydrogenase	1	3.81	0	4	4.61	0	0	0.0		S_Alternate_Carbon__Ascorbate_and_Aldarate_Metabolism			1.1.1.203	Oxidoreductases		
PP_1173	Q88NN4	galP-I	Porin-like protein	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Outer_Membrane				Unk		
PP_1183	Q88NM4		Enterobactin synthase component D	0	0.0	0	4	5.09	0	0	0.0		S_Cell_Envelope_Biosynthesis			6.3.2.14	Ligases		
PP_1188	Q88NL9	dctA	C4-dicarboxylate transport protein	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_1205	Q88NK2	proS	Proline--tRNA ligase	0	0.0	0	0	0.0	0	0	0.0		S_tRNA_Charging			6.1.1.15	Ligases		
PP_1206	Q88NK1	oprD	Basic-amino-acid specific porin OprD	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Outer_Membrane				Unk		
PP_1213	Q88NJ4	aspS	Aspartate--tRNA(Asp/Asn) ligase	0	0.0	0	7	4.86	0	0	0.0		S_tRNA_Charging			6.1.1.23	Ligases		
PP_1225	Q88NI4	queE	7-carboxy-7-deazaguanine synthase	0	0.0	0	8	4.53	4	0	0.0	[4Fe-4S] cluster (Fe4S4)	S_Cofactor_and_Prosthetic_Group_Biosynthesis__Queuosine_biosynthesis			4.3.99.3	Lyases		
PP_1226	Q88NI3	queC	7-cyano-7-deazaguanine synthase	0	0.0	0	7	4.95	4	0	0.0	Zn(2+) (Zn)	S_Cofactor_and_Prosthetic_Group_Biosynthesis__Queuosine_biosynthesis			6.3.4.20	Ligases		
PP_1229	Q88NI0	puuP	Putrescine permease	0	0.0	0	0	0.0	0	0	0.0		S_Transport__Inner_Membrane				Unk		
PP_1237	Q88NH2	dapA	4-hydroxy-tetrahydrodipicolinate synthase	1	4.25	0	4	4.11	0	0	0.0		S_Lysine_Metabolism			4.3.3.7	Lyases		
PP_1240	Q88NG9	purC	Phosphoribosylaminoimidazole-succinocarboxamide synthase	0	0.0	0	0	0.0	0	0	0.0		S_Purine_Metabolism			6.3.2.6	Ligases		
PP_1251	Q88NF9	mqo2	Probable malate:quinone oxidoreductase 2	0	0.0	0	0	0.0	0	0	0.0		S_TCA_Cycle			1.1.5.4	Oxidoreductases		
PP_1254	Q88NF7	xenA	XenA	0	0.0	0	5	4.68	1	0	0.0		S_Xenobiotic_tolerance				Unk		
PP_1255	Q88NF6		Cis-4-hydroxy-D-proline oxidase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Hydroxy_proline_metabolism				Unk		
PP_1256	Q88NF5		2,5-dioxovalerate dehydrogenase	0	0.0	0	0	0.0	0	0	0.0		S_Alternate_Carbon__Ascorbate_and_Aldarate_Metabolism			1.2.1.26	Oxidoreductases		
PP_1257	Q88NF4		1-pyrroline-4-hydroxy-2-carboxylate deaminase	1	5.53	0	0	0.0	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Hydroxy_proline_metabolism			3.5.4.22	Hydrolases		
PP_1258	Q88NF3	proR	4-hydroxyproline 2-epimerase	2	3.84	2	3	4.55	0	0	0.0		S_Alternate_Carbon_and_Nitrogen_source__Hydroxy_proline_metabolism			5.1.1.8	Isomerases		
PP_1259	Q88NF2	yveA	Aspartate-proton symporter	0	0.0	0	0	0.0	0	0	0.0		S_Transport__ABC_system				Unk		
PP_1277	Q88ND5	algA	Alginate biosynthesis protein AlgA	0	0.0	0	0	0.0	0	0	0.0	Co(2+) (Co)	S_Alternate_Carbon__Fructose_Metabolism AND S_Alginate_biosynthesis			5.3.1.8	Isomerases		
PP_1281	Q88ND1	algL	Alginate lyase	0	0.0	0	3	4.78	0	0	0.0		S_Alginate_biosynthesis			4.2.2.3	Lyases		
PP_1283	Q88NC9	algG	Mannuronan C5-epimerase	1	3.8	0	0	0.0	0	0	0.0		S_Alginate_biosynthesis			5.1.3.37	Isomerases		
PP_1284	Q88NC8	algE	Alginate production protein AlgE	0	0.0	0	0	0.0	0	0	0.0		S_Alginate_biosynthesis				Unk		
PP_1288	Q88NC4	algD	GDP-mannose 6-dehydrogenase	1	3.85	1	8	4.62	0	0	0.0		S_Alginate_biosynthesis			1.1.1.132	Oxidoreductases		
PP_1311	Q88NA1	trpS	Tryptophan--tRNA ligase	0	0.0	0	6	5.38	0	0	0.0		S_tRNA_Charging			6.1.1.2	Ligases		
PP_1323	Q88N89	gmhA	Phosphoheptose isomerase	0	0.0	0	3	6.03	0	0	0.0	Zn(2+) (Zn)	S_Cell_Envelope_Biosynthesis__Biosynthesis_of_L_glycero_D_manno_heptose__Hep_			5.3.1.28	Isomerases		
PP_1331	Q88N82	ftsI	Peptidoglycan D,D-transpeptidase FtsI	0	3.88	0	0	0.0	0	0	0.0		S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis			3.4.16.4	Hydrolases		
PP_1332	Q88N81	murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	0	0.0	0	9	4.74	0	0	0.0		S_Cell_Envelope_Biosynthesis__Peptidoglycan_Biosynthesis			6.3.2.13	Ligases		
